_id,type,date,duration,status,transcription_user,transcription_started_on,transcription_ended_on,translation_user,translation_started_on,translation_ended_on,translation_review_user,translation_review_started_on,translation_review_ended_on
5feb40da638e744fa4ca2b8c,spanish,1607599988,95.75,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a42,spanish,1607599990,305.335,transcription_review,AchutRaj,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a43,spanish,1607599991,299.895,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a44,spanish,1607599992,287.82,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a45,spanish,1607599993,297.39,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a46,spanish,1607599994,304.03,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a47,spanish,1607599995,301.23,transcription_review,thinley,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a48,spanish,1607599996,321.01,transcription_review,sudesh,1.61E+12,1.61E+12,,,,,,
5feb40da638e744fa4ca2a49,spanish,1607599997,300.32,transcription,thinley,1.61E+12,,,,,,,
5feb40da638e744fa4ca2a4a,spanish,1607599998,300.09,,,,,,,,,,
5feb40da638e744fa4ca2a4b,spanish,1607599999,298.58,,,,,,,,,,
5feb40da638e744fa4ca2a4c,spanish,1607600000,309.47,,,,,,,,,,
5feb40da638e744fa4ca2a4d,spanish,1607600001,298.34,,,,,,,,,,
5feb40da638e744fa4ca2a4e,spanish,1607600002,295.99,,,,,,,,,,
5feb40da638e744fa4ca2a4f,spanish,1607600004,301.16,,,,,,,,,,
5feb40da638e744fa4ca2a50,spanish,1607600004,233.61,,,,,,,,,,
5feb40da638e744fa4ca2b1d,spanish,1607600006,300.405,,,,,,,,,,
5feb40da638e744fa4ca2b1e,spanish,1607600007,310.665,,,,,,,,,,
5feb40da638e744fa4ca2b1f,spanish,1607600008,296.84,,,,,,,,,,
5feb40da638e744fa4ca2b20,spanish,1607600009,308.86,,,,,,,,,,
5feb40da638e744fa4ca2b21,spanish,1607600010,311.17,,,,,,,,,,
5feb40da638e744fa4ca2b22,spanish,1607600011,300.16,,,,,,,,,,
5feb40da638e744fa4ca2b23,spanish,1607600012,300.78,,,,,,,,,,
5feb40da638e744fa4ca2b24,spanish,1607600013,296.18,,,,,,,,,,
5feb40da638e744fa4ca2b25,spanish,1607600014,300.53,,,,,,,,,,
5feb40da638e744fa4ca2b26,spanish,1607600015,299.97,,,,,,,,,,
5feb40da638e744fa4ca2b27,spanish,1607600016,304.82,,,,,,,,,,
5feb40da638e744fa4ca2b28,spanish,1607600017,296.84,,,,,,,,,,
5feb40da638e744fa4ca2b29,spanish,1607600018,133.6,,,,,,,,,,
5feb40da638e744fa4ca2a8b,spanish,1607600019,306.865,,,,,,,,,,
5feb40da638e744fa4ca2a8c,spanish,1607600020,298.295,,,,,,,,,,
5feb40da638e744fa4ca2a8d,spanish,1607600021,293.46,,,,,,,,,,
5feb40da638e744fa4ca2a8e,spanish,1607600022,304.88,,,,,,,,,,
5feb40da638e744fa4ca2a8f,spanish,1607600024,296.07,,,,,,,,,,
5feb40da638e744fa4ca2a90,spanish,1607600025,301.46,,,,,,,,,,
5feb40da638e744fa4ca2a91,spanish,1607600027,290.5,,,,,,,,,,
5feb40da638e744fa4ca2a92,spanish,1607600028,306.87,,,,,,,,,,
5feb40da638e744fa4ca2a93,spanish,1607600030,300.67,,,,,,,,,,
5feb40da638e744fa4ca2a94,spanish,1607600031,209.43,,,,,,,,,,
5feb40da638e744fa4ca2aea,spanish,1607600033,305.805,,,,,,,,,,
5feb40da638e744fa4ca2aeb,spanish,1607600035,301.735,,,,,,,,,,
5feb40da638e744fa4ca2aec,spanish,1607600036,301.47,,,,,,,,,,
5feb40da638e744fa4ca2aed,spanish,1607600037,299.95,,,,,,,,,,
